z;id;descricao;id;descricao
-4627106033143707810;16;MMORPG;13;Interactive movie
-4624829340531867682;30;Real-time tactics (RTT);19;Sandbox RPG
-4622558339238921499;35;Wargame;39;Competitive
-4619079289477253590;1;Platform games;1;Platform games
-4618226592497441127;28;Artillery game;43;Party game
-4615636794707541694;50;Casual game;50;Casual game
-4608434476013355511;42;Casual games;4;Beat em up games
-4599761657436526110;14;Real-time 3D adventures;20;First-person party-based RPG
-4593045000591900646;33;Turn-based strategy (TBS);45;Logic game
-4583051801070609056;39;Competitive;25;Life simulation
-4555117474729359592;39;Competitive;22;Choices
-4534787640952881119;33;Turn-based strategy (TBS);54;Exergame
-4530308724387509333;49;Art game;39;Competitive
-4519620617114614878;21;Cultural differences;39;Competitive
-4506143246122490350;36;Grand strategy wargame;37;Racing
-4501552120759052144;5;Stealth game;30;Real-time tactics (RTT)
-4499222244785316300;14;Real-time 3D adventures;34;Turn-based tactics (TBT)
-4493838474971512201;31;Multiplayer online battle arena (MOBA);6;Survival games
-4492635022519638127;13;Interactive movie;35;Wargame
-4478990498226379880;29;Real-time strategy (RTS);28;Artillery game
-4472571945980927154;9;Metroidvania;28;Artillery game
-4472485211417097593;44;Programming game;48;Advergame
-4470725430571800124;21;Cultural differences;36;Grand strategy wargame
-4465149616329368328;7;Rhythm games;56;Serious game
-4453013412555333739;23;Fantasy;26;Vehicle simulation
-4448373026797509217;9;Metroidvania;29;Real-time strategy (RTS)
-4439380934617616528;28;Artillery game;6;Survival games
-4433016548589900993;29;Real-time strategy (RTS);30;Real-time tactics (RTT)
-4424741500846575272;26;Vehicle simulation;13;Interactive movie
-4421790372220937780;33;Turn-based strategy (TBS);46;Trivia game
-4407615886219929745;18;Tactical RPG;3;Fighting games
-4398868460728842440;45;Logic game;50;Casual game
-4398536467353666350;39;Competitive;26;Vehicle simulation
-4396727241348611980;11;Graphic adventures;27;4X game
-4394441488870668908;19;Sandbox RPG;45;Logic game
-4392528088850979250;32;Tower defense;13;Interactive movie
-4383712999867609593;52;Educational game;11;Graphic adventures
-4374041393834909668;52;Educational game;51;Christian game
-4358058626973106697;48;Advergame;37;Racing
-4357264384348134109;29;Real-time strategy (RTS);22;Choices
-4350965959971099459;27;4X game;24;Construction and management simulation
-4331513218375696082;8;Survival horror;5;Stealth game
-4312641066297525416;25;Life simulation;12;Visual novels
-4307484164312245374;9;Metroidvania;5;Stealth game
-4297310220910614200;12;Visual novels;21;Cultural differences
-4295577452682700738;1;Platform games;10;Text adventures
-4284404376702856256;44;Programming game;22;Choices
-4280851164141504678;53;Electronic sports;27;4X game
-4274096670237151541;30;Real-time tactics (RTT);39;Competitive
-4266067886555607097;22;Choices;11;Graphic adventures
-4261776155089904568;33;Turn-based strategy (TBS);51;Christian game
-4257768510682445125;41;MMO;34;Turn-based tactics (TBT)
-4253470892278516571;43;Party game;2;Shooter games
-4247386385466386987;6;Survival games;8;Survival horror
-4243392017141014317;25;Life simulation;16;MMORPG
-4242013762276685516;28;Artillery game;10;Text adventures
-4240436581819762905;28;Artillery game;31;Multiplayer online battle arena (MOBA)
-4234658721089029407;36;Grand strategy wargame;34;Turn-based tactics (TBT)
-4228087920505243201;38;Sports game;28;Artillery game
-4223335304777961862;39;Competitive;2;Shooter games
-4207671316936086053;39;Competitive;10;Text adventures
-4205141133148751190;54;Exergame;4;Beat em up games
-4191522913218004834;24;Construction and management simulation;56;Serious game
-4186728608726428375;54;Exergame;25;Life simulation
-4184085795227648729;40;Sports-based fighting;25;Life simulation
-4165384649587423507;8;Survival horror;28;Artillery game
-4164558745210408848;28;Artillery game;7;Rhythm games
-4156342348174445686;41;MMO;39;Competitive
-4144285648656404811;3;Fighting games;1;Platform games
-4137081585695304164;28;Artillery game;40;Sports-based fighting
-4130770193524402688;17;Roguelikes;48;Advergame
-4130714628388075537;45;Logic game;17;Roguelikes
-4124169474158658918;36;Grand strategy wargame;23;Fantasy
-4122505972996654386;45;Logic game;47;Board game / Card game
-4118304755205952213;48;Advergame;23;Fantasy
-4115178532443791024;38;Sports game;16;MMORPG
-4103213260536223973;43;Party game;13;Interactive movie
-4100678511186090052;54;Exergame;39;Competitive
-4099820510311437316;45;Logic game;13;Interactive movie
-4095499309436747296;11;Graphic adventures;44;Programming game
-4069088223080518260;56;Serious game;29;Real-time strategy (RTS)
-4064780080375015206;36;Grand strategy wargame;27;4X game
-4060599570696403453;16;MMORPG;55;Personalized game
-4055328071163961580;5;Stealth game;44;Programming game
-4044084862755741565;18;Tactical RPG;9;Metroidvania
-4040449191617669956;29;Real-time strategy (RTS);25;Life simulation
-4022319382695428475;28;Artillery game;48;Advergame
-4020501496195995345;15;Action RPG;11;Graphic adventures
-4012859072742939349;50;Casual game;3;Fighting games
-4004467992821723694;5;Stealth game;17;Roguelikes
-4003656337185828479;3;Fighting games;17;Roguelikes
-3989973638634376114;15;Action RPG;40;Sports-based fighting
-3989152687668332165;28;Artillery game;44;Programming game
-3982677028343886398;42;Casual games;53;Electronic sports
-3975657690308979455;36;Grand strategy wargame;45;Logic game
-3971369124809704127;22;Choices;20;First-person party-based RPG
-3960132852486831374;7;Rhythm games;44;Programming game
-3944184628821046341;54;Exergame;9;Metroidvania
-3941834436983630587;28;Artillery game;1;Platform games
-3937696424168557526;33;Turn-based strategy (TBS);3;Fighting games
-3925698174238516810;9;Metroidvania;50;Casual game
-3918931279235465882;34;Turn-based tactics (TBT);6;Survival games
-3915192993068746452;9;Metroidvania;18;Tactical RPG
-3914573534087706099;17;Roguelikes;36;Grand strategy wargame
-3899867606934914495;7;Rhythm games;35;Wargame
-3893045700055643892;49;Art game;45;Logic game
-3892888934351013363;43;Party game;8;Survival horror
-3888102734429470870;44;Programming game;35;Wargame
-3886661535561414464;18;Tactical RPG;24;Construction and management simulation
-3885863315757930648;32;Tower defense;31;Multiplayer online battle arena (MOBA)
-3884816356512858316;33;Turn-based strategy (TBS);18;Tactical RPG
-3883923290144954784;18;Tactical RPG;43;Party game
-3882867067571606673;48;Advergame;10;Text adventures
-3862701793585323204;24;Construction and management simulation;17;Roguelikes
-3862344621313359257;45;Logic game;7;Rhythm games
-3841354628059981339;20;First-person party-based RPG;51;Christian game
-3838953904148023087;37;Racing;8;Survival horror
-3836154471574736743;47;Board game / Card game;6;Survival games
-3826116794907003225;37;Racing;7;Rhythm games
-3803771824330564001;39;Competitive;31;Multiplayer online battle arena (MOBA)
-3802337654885888481;19;Sandbox RPG;8;Survival horror
-3799549338933849372;14;Real-time 3D adventures;41;MMO
-3779844489190243714;49;Art game;54;Exergame
-3769585419306019376;56;Serious game;5;Stealth game
-3767366087328146772;3;Fighting games;53;Electronic sports
-3759005516895440587;52;Educational game;38;Sports game
-3743459466396821679;22;Choices;28;Artillery game
-3742942978699307318;35;Wargame;36;Grand strategy wargame
-3741921653794676162;49;Art game;50;Casual game
-3737648708992851248;9;Metroidvania;15;Action RPG
-3734907455088571354;2;Shooter games;36;Grand strategy wargame
-3713629677619579885;49;Art game;41;MMO
-3705659324991561684;14;Real-time 3D adventures;28;Artillery game
-3705362024244942535;20;First-person party-based RPG;40;Sports-based fighting
-3704953364963449731;25;Life simulation;22;Choices
-3693405249913713430;29;Real-time strategy (RTS);19;Sandbox RPG
-3678131886941103521;26;Vehicle simulation;47;Board game / Card game
-3662264499330582123;55;Personalized game;4;Beat em up games
-3645555371616957054;17;Roguelikes;1;Platform games
-3642988252379092424;36;Grand strategy wargame;41;MMO
-3642674594093541191;33;Turn-based strategy (TBS);23;Fantasy
-3635275457367573087;4;Beat em up games;24;Construction and management simulation
-3617872708029096874;22;Choices;54;Exergame
-3615576611743733984;56;Serious game;2;Shooter games
-3605067506715840047;22;Choices;49;Art game
-3600565205105677755;31;Multiplayer online battle arena (MOBA);33;Turn-based strategy (TBS)
-3594160254758770984;6;Survival games;21;Cultural differences
-3581388953731795691;9;Metroidvania;1;Platform games
-3575247045103460400;41;MMO;42;Casual games
-3568686783151833485;27;4X game;34;Turn-based tactics (TBT)
-3567621414198992378;37;Racing;27;4X game
-3564474071428370540;34;Turn-based tactics (TBT);55;Personalized game
-3563419962027078644;44;Programming game;17;Roguelikes
-3562285375776316537;46;Trivia game;4;Beat em up games
-3560145860848664782;19;Sandbox RPG;23;Fantasy
-3551577163982612248;49;Art game;47;Board game / Card game
-3551074106866933811;54;Exergame;13;Interactive movie
-3540627168054439891;46;Trivia game;19;Sandbox RPG
-3538820490553958517;13;Interactive movie;38;Sports game
-3537231721754356760;11;Graphic adventures;15;Action RPG
-3536997522728499164;53;Electronic sports;34;Turn-based tactics (TBT)
-3528316092222220677;6;Survival games;37;Racing
-3518348411169860386;23;Fantasy;41;MMO
-3511940558994813479;6;Survival games;20;First-person party-based RPG
-3510309216839227690;29;Real-time strategy (RTS);43;Party game
-3501016950330202743;43;Party game;14;Real-time 3D adventures
-3484676598192947396;21;Cultural differences;54;Exergame
-3481132504796319751;19;Sandbox RPG;42;Casual games
-3480859670349864883;32;Tower defense;10;Text adventures
-3477468939501118174;21;Cultural differences;44;Programming game
-3474762948060995469;28;Artillery game;41;MMO
-3473752882374329510;47;Board game / Card game;37;Racing
-3472536012434296319;11;Graphic adventures;47;Board game / Card game
-3470528972757180988;42;Casual games;36;Grand strategy wargame
-3463762998772071389;42;Casual games;12;Visual novels
-3463352253672115523;21;Cultural differences;9;Metroidvania
-3458920587310527954;41;MMO;28;Artillery game
-3448113694556743791;44;Programming game;49;Art game
-3447967974227729327;33;Turn-based strategy (TBS);43;Party game
-3445314571588118254;54;Exergame;42;Casual games
-3422401844677491714;52;Educational game;6;Survival games
-3402322110408621436;20;First-person party-based RPG;44;Programming game
-3381687789711571633;15;Action RPG;22;Choices
-3375929550821680922;34;Turn-based tactics (TBT);43;Party game
-3372602662230332248;3;Fighting games;46;Trivia game
-3368332635947833819;41;MMO;17;Roguelikes
-3366237551617716307;17;Roguelikes;54;Exergame
-3363316752684710963;33;Turn-based strategy (TBS);41;MMO
-3354447561778491154;32;Tower defense;30;Real-time tactics (RTT)
-3353465096228182823;7;Rhythm games;34;Turn-based tactics (TBT)
-3351286023256378573;5;Stealth game;43;Party game
-3351150061948477867;24;Construction and management simulation;37;Racing
-3348931799713564371;28;Artillery game;34;Turn-based tactics (TBT)
-3342726333643425362;10;Text adventures;8;Survival horror
-3335513612384966482;11;Graphic adventures;46;Trivia game
-3328146293040653572;12;Visual novels;18;Tactical RPG
-3328075777592236198;11;Graphic adventures;28;Artillery game
-3327954854261822904;23;Fantasy;34;Turn-based tactics (TBT)
-3309556811817759576;44;Programming game;6;Survival games
-3305288361650709130;17;Roguelikes;33;Turn-based strategy (TBS)
-3304784559003616746;53;Electronic sports;17;Roguelikes
-3297963078250196564;29;Real-time strategy (RTS);56;Serious game
-3294133223975514746;15;Action RPG;25;Life simulation
-3285623628611182344;40;Sports-based fighting;33;Turn-based strategy (TBS)
-3282654296196127657;52;Educational game;28;Artillery game
-3276981580497692997;23;Fantasy;25;Life simulation
-3276907162733836948;34;Turn-based tactics (TBT);27;4X game
-3276176238038910006;51;Christian game;26;Vehicle simulation
-3274838199541064457;56;Serious game;35;Wargame
-3257655848463023093;55;Personalized game;46;Trivia game
-3257440094859806285;31;Multiplayer online battle arena (MOBA);22;Choices
-3255242757224417036;41;MMO;32;Tower defense
-3249522417776429335;51;Christian game;25;Life simulation
-3232884496845923120;40;Sports-based fighting;14;Real-time 3D adventures
-3226269328099170625;37;Racing;41;MMO
-3225225570460209691;5;Stealth game;23;Fantasy
-3215558382235584806;11;Graphic adventures;49;Art game
-3181779149760437729;6;Survival games;33;Turn-based strategy (TBS)
-3178285879015419621;54;Exergame;31;Multiplayer online battle arena (MOBA)
-3176145707607167384;22;Choices;21;Cultural differences
-3170943082126775924;52;Educational game;1;Platform games
-3163468607190071663;10;Text adventures;7;Rhythm games
-3158148563622791239;1;Platform games;39;Competitive
-3154884985614231296;39;Competitive;28;Artillery game
-3151736185273433504;5;Stealth game;41;MMO
-3151541398048348016;5;Stealth game;35;Wargame
-3128215059441557823;16;MMORPG;16;MMORPG
-3112114013034652482;48;Advergame;6;Survival games
-3109550929031702918;23;Fantasy;9;Metroidvania
-3107750592177811715;6;Survival games;13;Interactive movie
-3104435208417724360;14;Real-time 3D adventures;51;Christian game
-3097437651135853201;4;Beat em up games;34;Turn-based tactics (TBT)
-3092028203794031377;18;Tactical RPG;2;Shooter games
-3085707340735521101;52;Educational game;27;4X game
-3078688976375936601;50;Casual game;26;Vehicle simulation
-3075798825855990100;15;Action RPG;30;Real-time tactics (RTT)
-3064549491250926420;45;Logic game;32;Tower defense
-3063145043060925176;56;Serious game;4;Beat em up games
-3062087608445883606;31;Multiplayer online battle arena (MOBA);3;Fighting games
-3059664565340449349;46;Trivia game;16;MMORPG
-3036474619107040767;38;Sports game;32;Tower defense
-3027097308058739829;7;Rhythm games;32;Tower defense
-3022408339903544992;21;Cultural differences;17;Roguelikes
-3016238098546038640;8;Survival horror;49;Art game
-3013061933714915476;37;Racing;1;Platform games
-3010806452205533980;55;Personalized game;8;Survival horror
-3004692835212541176;43;Party game;55;Personalized game
-2997974520655734625;38;Sports game;34;Turn-based tactics (TBT)
-2987477300328915861;7;Rhythm games;19;Sandbox RPG
-2986509350152341109;44;Programming game;24;Construction and management simulation
-2981872787879945538;23;Fantasy;14;Real-time 3D adventures
-2978324088097925099;37;Racing;24;Construction and management simulation
-2968276402797172036;5;Stealth game;25;Life simulation
-2961522280424127564;4;Beat em up games;48;Advergame
-2960490802701315669;24;Construction and management simulation;51;Christian game
-2956358043954168255;44;Programming game;31;Multiplayer online battle arena (MOBA)
-2948105800733291801;33;Turn-based strategy (TBS);13;Interactive movie
-2948077798750234744;14;Real-time 3D adventures;4;Beat em up games
-2945671759504066878;20;First-person party-based RPG;5;Stealth game
-2938186782518130403;49;Art game;36;Grand strategy wargame
-2936429689908698117;50;Casual game;12;Visual novels
-2920473136248160085;22;Choices;31;Multiplayer online battle arena (MOBA)
-2907211976312001368;29;Real-time strategy (RTS);32;Tower defense
-2885675771704810579;43;Party game;7;Rhythm games
-2878580409686914001;34;Turn-based tactics (TBT);10;Text adventures
-2862169248730804199;35;Wargame;5;Stealth game
-2861885745611581490;46;Trivia game;38;Sports game
-2851958124703944276;16;MMORPG;9;Metroidvania
-2836188501279829562;4;Beat em up games;27;4X game
-2833514650081441121;48;Advergame;52;Educational game
-2832630044086394050;45;Logic game;11;Graphic adventures
-2825832037292543468;48;Advergame;29;Real-time strategy (RTS)
-2823661985550988500;40;Sports-based fighting;8;Survival horror
-2796734555690729598;32;Tower defense;3;Fighting games
-2794538161661520958;1;Platform games;4;Beat em up games
-2789206581461958737;6;Survival games;15;Action RPG
-2788210548899511415;8;Survival horror;3;Fighting games
-2778960988077558300;38;Sports game;56;Serious game
-2776371591633286501;30;Real-time tactics (RTT);37;Racing
-2766681473009659134;52;Educational game;8;Survival horror
-2764285054831919788;4;Beat em up games;32;Tower defense
-2763691865905548309;25;Life simulation;54;Exergame
-2758632494868912254;42;Casual games;45;Logic game
-2758182216754858972;33;Turn-based strategy (TBS);29;Real-time strategy (RTS)
-2756027008502061384;36;Grand strategy wargame;17;Roguelikes
-2753859642544209269;55;Personalized game;3;Fighting games
-2751731842137243533;1;Platform games;3;Fighting games
-2736216214598254745;22;Choices;55;Personalized game
-2729101096792591897;23;Fantasy;21;Cultural differences
-2727819984792145789;19;Sandbox RPG;6;Survival games
-2727401087713361438;48;Advergame;32;Tower defense
-2726587707271726918;39;Competitive;14;Real-time 3D adventures
-2715521290701195011;19;Sandbox RPG;18;Tactical RPG
-2712784604462809696;54;Exergame;47;Board game / Card game
-2711715679902274943;6;Survival games;38;Sports game
-2711648631679952773;53;Electronic sports;37;Racing
-2703689365537064098;21;Cultural differences;38;Sports game
-2694905427080547413;3;Fighting games;33;Turn-based strategy (TBS)
-2680618545182991586;12;Visual novels;10;Text adventures
-2672732302528703410;42;Casual games;30;Real-time tactics (RTT)
-2664482186404758729;35;Wargame;14;Real-time 3D adventures
-2662630001208547252;56;Serious game;12;Visual novels
-2658631505584126283;54;Exergame;27;4X game
-2653968960901433597;23;Fantasy;40;Sports-based fighting
-2651237369265598319;1;Platform games;52;Educational game
-2649852991084636655;3;Fighting games;43;Party game
-2637201689800104799;29;Real-time strategy (RTS);24;Construction and management simulation
-2634708158466746505;41;MMO;24;Construction and management simulation
-2631384634349436306;9;Metroidvania;24;Construction and management simulation
-2619090761294552919;27;4X game;8;Survival horror
-2612701995882341905;11;Graphic adventures;52;Educational game
-2611898049837541168;45;Logic game;46;Trivia game
-2610967242353505097;54;Exergame;24;Construction and management simulation
-2609656828148267254;6;Survival games;36;Grand strategy wargame
-2602395147582764880;4;Beat em up games;49;Art game
-2601442488263477110;2;Shooter games;8;Survival horror
-2600448735800371779;12;Visual novels;44;Programming game
-2599969082057583419;20;First-person party-based RPG;3;Fighting games
-2599279036599025620;55;Personalized game;38;Sports game
-2598433718833084087;51;Christian game;29;Real-time strategy (RTS)
-2594125576231176805;46;Trivia game;20;First-person party-based RPG
-2586922652875313118;31;Multiplayer online battle arena (MOBA);12;Visual novels
-2578852917093381856;21;Cultural differences;34;Turn-based tactics (TBT)
-2578833158883260574;23;Fantasy;30;Real-time tactics (RTT)
-2578084552375741931;42;Casual games;13;Interactive movie
-2577497910424564323;35;Wargame;54;Exergame
-2574683740360778794;21;Cultural differences;47;Board game / Card game
-2574028450981961882;28;Artillery game;27;4X game
-2565508610171165259;39;Competitive;49;Art game
-2552678062235768556;39;Competitive;11;Graphic adventures
-2538751475983725609;18;Tactical RPG;47;Board game / Card game
-2535923929794608079;29;Real-time strategy (RTS);14;Real-time 3D adventures
-2529420128980442955;36;Grand strategy wargame;9;Metroidvania
-2519460808880201186;4;Beat em up games;38;Sports game
-2507553332544533846;38;Sports game;26;Vehicle simulation
-2495344651368935745;52;Educational game;39;Competitive
-2490815128196068226;43;Party game;23;Fantasy
-2489920271848730714;34;Turn-based tactics (TBT);36;Grand strategy wargame
-2485105825888142853;19;Sandbox RPG;55;Personalized game
-2473439420209924178;17;Roguelikes;35;Wargame
-2470490700398673511;28;Artillery game;53;Electronic sports
-2461123798194761925;10;Text adventures;36;Grand strategy wargame
-2457161072661680317;21;Cultural differences;30;Real-time tactics (RTT)
-2449941783354080269;20;First-person party-based RPG;39;Competitive
-2449481121640485638;32;Tower defense;15;Action RPG
-2425218305940578049;29;Real-time strategy (RTS);53;Electronic sports
-2421742235564128287;31;Multiplayer online battle arena (MOBA);15;Action RPG
-2407740684899688383;36;Grand strategy wargame;20;First-person party-based RPG
-2402919225185982511;8;Survival horror;51;Christian game
-2389691991587467566;21;Cultural differences;7;Rhythm games
-2381322327991998334;47;Board game / Card game;54;Exergame
-2377131369825858495;8;Survival horror;32;Tower defense
-2369441740563567559;44;Programming game;21;Cultural differences
-2367628297930328611;9;Metroidvania;21;Cultural differences
-2358868513843466146;28;Artillery game;39;Competitive
-2354390261806408719;49;Art game;16;MMORPG
-2354169267830992572;37;Racing;54;Exergame
-2352589518398883067;30;Real-time tactics (RTT);35;Wargame
-2349275817192390920;24;Construction and management simulation;22;Choices
-2339063678209504181;22;Choices;47;Board game / Card game
-2324204632667655478;50;Casual game;14;Real-time 3D adventures
-2318445609983643321;47;Board game / Card game;51;Christian game
-2300402444197793846;6;Survival games;27;4X game
-2291176232256333071;20;First-person party-based RPG;50;Casual game
-2291088206792529202;8;Survival horror;20;First-person party-based RPG
-2287496841148291879;20;First-person party-based RPG;42;Casual games
-2283606537987304101;46;Trivia game;56;Serious game
-2278636956855931190;38;Sports game;12;Visual novels
-2276801273481709281;3;Fighting games;16;MMORPG
-2271119284819574273;2;Shooter games;16;MMORPG
-2270024441095094290;31;Multiplayer online battle arena (MOBA);24;Construction and management simulation
-2262271880577774821;40;Sports-based fighting;23;Fantasy
-2261673137600129711;56;Serious game;39;Competitive
-2250743512876400055;35;Wargame;43;Party game
-2242250514787175525;52;Educational game;34;Turn-based tactics (TBT)
-2240968719525220099;5;Stealth game;13;Interactive movie
-2239073924310607410;18;Tactical RPG;55;Personalized game
-2235057300834131579;35;Wargame;6;Survival games
-2224869238920825803;5;Stealth game;54;Exergame
-2220685137195414911;44;Programming game;15;Action RPG
-2216319262472218724;2;Shooter games;32;Tower defense
-2210740515026633931;35;Wargame;34;Turn-based tactics (TBT)
-2197038637806014220;3;Fighting games;15;Action RPG
-2194364911850958418;17;Roguelikes;52;Educational game
-2190136024054256020;13;Interactive movie;6;Survival games
-2189504414574613366;26;Vehicle simulation;49;Art game
-2177239712937189893;24;Construction and management simulation;48;Advergame
-2168952898680050139;27;4X game;56;Serious game
-2156300312805773855;3;Fighting games;39;Competitive
-2151501782677501520;41;MMO;7;Rhythm games
-2145999006146359660;54;Exergame;17;Roguelikes
-2142323468599019531;15;Action RPG;56;Serious game
-2138383697553452113;6;Survival games;29;Real-time strategy (RTS)
-2137809218930358428;49;Art game;3;Fighting games
-2128566598729880231;53;Electronic sports;20;First-person party-based RPG
-2117867416126205889;13;Interactive movie;24;Construction and management simulation
-2111980420373371428;39;Competitive;21;Cultural differences
-2108814383523610468;19;Sandbox RPG;28;Artillery game
-2098809019148381437;53;Electronic sports;2;Shooter games
-2097345909491268023;51;Christian game;9;Metroidvania
-2095091143878513837;37;Racing;21;Cultural differences
-2077566183379007877;25;Life simulation;56;Serious game
-2075234603897000820;18;Tactical RPG;44;Programming game
-2070357156464560930;22;Choices;33;Turn-based strategy (TBS)
-2068071446255782976;52;Educational game;14;Real-time 3D adventures
-2027969076893561825;46;Trivia game;14;Real-time 3D adventures
-2027039132209497765;29;Real-time strategy (RTS);17;Roguelikes
-2017934351271074017;49;Art game;19;Sandbox RPG
-2009868675626781127;16;MMORPG;32;Tower defense
-1995283846992526573;17;Roguelikes;3;Fighting games
-1994118290458088286;44;Programming game;53;Electronic sports
-1992742109676816895;12;Visual novels;6;Survival games
-1992275070209670242;55;Personalized game;2;Shooter games
-1991272288091769608;11;Graphic adventures;5;Stealth game
-1989101503518856748;55;Personalized game;41;MMO
-1976264934256518401;51;Christian game;24;Construction and management simulation
-1975586453986461455;34;Turn-based tactics (TBT);22;Choices
-1969767017122187447;12;Visual novels;40;Sports-based fighting
-1968379680429814469;30;Real-time tactics (RTT);54;Exergame
-1963533859641161110;52;Educational game;36;Grand strategy wargame
-1958822214578281827;46;Trivia game;46;Trivia game
-1958692038356171453;24;Construction and management simulation;20;First-person party-based RPG
-1948810963621740054;19;Sandbox RPG;4;Beat em up games
-1948296148024431035;39;Competitive;41;MMO
-1937525085667051092;6;Survival games;9;Metroidvania
-1935019041579256257;29;Real-time strategy (RTS);51;Christian game
-1929206955442063058;28;Artillery game;19;Sandbox RPG
-1922412129978701485;39;Competitive;18;Tactical RPG
-1916483741288729532;11;Graphic adventures;51;Christian game
-1908471226185296182;55;Personalized game;55;Personalized game
-1904740600250367414;48;Advergame;18;Tactical RPG
-1902209798428103260;40;Sports-based fighting;31;Multiplayer online battle arena (MOBA)
-1891960399917962801;29;Real-time strategy (RTS);27;4X game
-1888075832406785181;17;Roguelikes;2;Shooter games
-1886245276448845102;33;Turn-based strategy (TBS);38;Sports game
-1886088034658155302;46;Trivia game;8;Survival horror
-1881403786784239983;13;Interactive movie;45;Logic game
-1873285971225508414;42;Casual games;37;Racing
-1873093441448271041;54;Exergame;20;First-person party-based RPG
-1865282835268213429;22;Choices;44;Programming game
-1864565594713242925;23;Fantasy;48;Advergame
-1850779968322862630;39;Competitive;3;Fighting games
-1849957579617953867;7;Rhythm games;23;Fantasy
-1847298070512860600;42;Casual games;6;Survival games
-1840773288890741665;9;Metroidvania;49;Art game
-1835908108803805674;54;Exergame;40;Sports-based fighting
-1826563380920017754;51;Christian game;48;Advergame
-1822791112292630500;53;Electronic sports;15;Action RPG
-1822490322892335521;29;Real-time strategy (RTS);9;Metroidvania
-1821086335689905021;45;Logic game;48;Advergame
-1817030648309744595;19;Sandbox RPG;39;Competitive
-1803213491409514460;30;Real-time tactics (RTT);53;Electronic sports
-1789761708364156146;43;Party game;19;Sandbox RPG
-1788188797623357955;49;Art game;31;Multiplayer online battle arena (MOBA)
-1780100489651138418;23;Fantasy;29;Real-time strategy (RTS)
-1775831641312122996;17;Roguelikes;49;Art game
-1774559009493862711;27;4X game;15;Action RPG
-1774173747723625363;45;Logic game;5;Stealth game
-1765938171922735020;13;Interactive movie;15;Action RPG
-1763019200339931219;22;Choices;3;Fighting games
-1751692728276150174;13;Interactive movie;25;Life simulation
-1748654932914517537;37;Racing;38;Sports game
-1744162778921811936;8;Survival horror;2;Shooter games
-1742833572897680590;3;Fighting games;12;Visual novels
-1742396753618272213;35;Wargame;24;Construction and management simulation
-1740866867894073967;32;Tower defense;25;Life simulation
-1736518365825276658;32;Tower defense;45;Logic game
-1733071497507690917;23;Fantasy;47;Board game / Card game
-1731544268886430990;7;Rhythm games;18;Tactical RPG
-1730217574478479413;31;Multiplayer online battle arena (MOBA);41;MMO
-1729319649983011838;46;Trivia game;30;Real-time tactics (RTT)
-1728846552250297290;40;Sports-based fighting;22;Choices
-1726380361056298796;26;Vehicle simulation;48;Advergame
-1723853052504328644;35;Wargame;13;Interactive movie
-1719827103213011140;38;Sports game;35;Wargame
-1712285422191475031;30;Real-time tactics (RTT);11;Graphic adventures
-1709884707493134729;55;Personalized game;13;Interactive movie
-1692169692217341754;43;Party game;43;Party game
-1688931197771500534;49;Art game;23;Fantasy
-1688598853604063776;37;Racing;19;Sandbox RPG
-1688052040758478093;41;MMO;50;Casual game
-1673409790820170307;14;Real-time 3D adventures;37;Racing
-1659269467609140593;55;Personalized game;40;Sports-based fighting
-1651526397425367557;3;Fighting games;32;Tower defense
-1648818533887631388;45;Logic game;36;Grand strategy wargame
-1623483543525502164;47;Board game / Card game;14;Real-time 3D adventures
-1622783316065626513;41;MMO;4;Beat em up games
-1620554578113832180;36;Grand strategy wargame;49;Art game
-1616409697558675941;51;Christian game;55;Personalized game
-1609196585147247224;26;Vehicle simulation;19;Sandbox RPG
-1605679814103163078;12;Visual novels;36;Grand strategy wargame
-1605183069562117471;8;Survival horror;43;Party game
-1601199923003578387;25;Life simulation;28;Artillery game
-1596190066289667390;30;Real-time tactics (RTT);4;Beat em up games
-1589549654796557097;17;Roguelikes;21;Cultural differences
-1583751455530697822;42;Casual games;50;Casual game
-1581292203411291365;3;Fighting games;7;Rhythm games
-1570523505818930430;27;4X game;20;First-person party-based RPG
-1570370732004728320;47;Board game / Card game;15;Action RPG
-1560707724919389689;47;Board game / Card game;48;Advergame
-1539967588159904952;34;Turn-based tactics (TBT);24;Construction and management simulation
-1516297542276277541;44;Programming game;13;Interactive movie
-1503564378766661753;12;Visual novels;7;Rhythm games
-1501127959213250734;56;Serious game;6;Survival games
-1499764922873986641;4;Beat em up games;37;Racing
-1498483759083866082;9;Metroidvania;17;Roguelikes
-1495649350174985632;41;MMO;13;Interactive movie
-1488674085660536156;10;Text adventures;26;Vehicle simulation
-1483698504461879355;4;Beat em up games;45;Logic game
-1483334802019796240;19;Sandbox RPG;52;Educational game
-1475272846939232021;6;Survival games;53;Electronic sports
-1475242539554165261;39;Competitive;5;Stealth game
-1473697725490929140;42;Casual games;33;Turn-based strategy (TBS)
-1473117881772234152;56;Serious game;50;Casual game
-1467652830178662430;51;Christian game;15;Action RPG
-1456530103255027125;28;Artillery game;29;Real-time strategy (RTS)
-1454092850668404174;35;Wargame;31;Multiplayer online battle arena (MOBA)
-1444177388946775446;51;Christian game;52;Educational game
-1443307918293452817;23;Fantasy;50;Casual game
-1442156542805923940;39;Competitive;56;Serious game
-1426897781738164806;39;Competitive;54;Exergame
-1418358687959921298;33;Turn-based strategy (TBS);2;Shooter games
